user_id,archetype,secondary_archetype,secondary_archetype_weight,danger_preference,luxury_preference,novelty_preference,historical_preference,technology_preference,nature_preference,fantasy_preference,space_preference,power_preference,budget_log10,budget_tier,price_sensitivity,popularity_preference,exploration_tendency,impulsiveness,activity_level,activity_tier,catalog_version,user_generation_version,generation_seed,created_at
synthetic-user-v1-000255,Eclectic Browser,,0.0,0.4693,0.588,0.8738,0.5074,0.831,0.3642,0.6515,0.5032,0.4661,18.8771,high,0.3496,0.4717,0.7417,0.503,0.6342,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:04:14Z
synthetic-user-v1-000256,Fantasy Lover,Power Seeker,0.3454,0.3731,0.7982,0.6582,0.5885,0.5898,0.475,0.7862,0.1962,1.0,13.1603,medium,0.65,0.7631,0.8065,0.6244,0.4487,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:04:15Z
synthetic-user-v1-000257,Eclectic Browser,,0.0,0.7081,0.4679,0.8444,0.7903,0.573,0.5667,0.6024,0.525,0.382,15.0525,high,0.2167,0.3542,0.8252,0.4615,0.747,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:04:16Z
synthetic-user-v1-000258,Nature Explorer,,0.0,0.3118,0.3652,0.6091,0.5754,0.1929,0.6753,0.0857,0.3769,0.5987,15.115,high,0.6398,0.3866,0.5041,0.2518,0.6466,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:04:17Z
synthetic-user-v1-000259,Power Seeker,,0.0,0.7355,0.6602,0.7348,0.4763,0.4996,0.6498,0.4854,0.2417,0.4948,15.5253,high,0.1204,0.9801,0.4988,0.5314,0.6493,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:04:18Z
synthetic-user-v1-000260,Eclectic Browser,,0.0,0.8864,0.5163,0.3924,0.6457,0.6316,0.7983,0.8199,0.4711,0.7153,15.5129,high,0.691,0.5638,1.0,0.5482,0.7794,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:04:19Z
synthetic-user-v1-000261,Power Seeker,Tech Futurist,0.2854,0.6873,0.5072,0.4723,0.3412,0.8394,0.2881,0.2486,0.4544,0.5209,18.5773,high,0.2077,0.6503,0.5443,0.8848,0.7475,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:04:20Z
synthetic-user-v1-000262,Fantasy Lover,,0.0,0.671,0.5514,0.6113,0.356,0.2403,0.5024,0.9118,0.3581,0.5762,9.087,low,0.448,0.5874,0.5893,0.8102,0.317,casual,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:04:21Z
synthetic-user-v1-000263,Power Seeker,,0.0,0.7788,0.7145,0.4752,0.6061,0.8428,0.345,0.6544,0.7246,1.0,16.8925,high,0.3082,0.7488,0.5088,0.3318,0.6022,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:04:22Z
synthetic-user-v1-000264,Tech Futurist,,0.0,0.5585,0.2946,0.8186,0.3988,0.8462,0.0954,0.3727,0.3812,0.4567,16.9103,high,0.2822,0.9591,0.6589,0.459,0.6477,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:04:23Z
synthetic-user-v1-000265,Space Enthusiast,Curious Generalist,0.2678,0.3599,0.6916,0.8032,0.6061,0.6531,0.5817,0.4206,0.6237,0.7271,16.8228,high,0.5002,0.7043,0.4989,0.5313,0.5597,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:04:24Z
synthetic-user-v1-000266,Luxury Collector,,0.0,0.2007,0.9403,0.718,0.7046,0.505,0.5787,0.5844,0.4852,0.2892,18.0506,high,0.1754,0.758,0.2807,0.5054,0.6052,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:04:25Z
synthetic-user-v1-000267,Eclectic Browser,,0.0,0.9505,0.763,0.2005,0.4292,0.5721,0.6119,0.3565,0.7577,0.6731,16.7226,high,0.5608,0.5923,0.7032,0.6516,0.9962,heavy,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:04:26Z
synthetic-user-v1-000268,Nature Explorer,,0.0,0.4121,0.379,0.5859,0.4922,0.052,0.9067,0.4037,0.3051,0.6921,13.1384,medium,0.5942,0.4543,1.0,0.7121,0.3243,casual,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:04:27Z
synthetic-user-v1-000269,Thrill Seeker,,0.0,1.0,0.54,0.6188,0.2812,0.7507,0.5192,0.3524,0.336,0.623,17.3675,high,0.2645,0.8426,0.8105,1.0,0.6438,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:04:28Z
synthetic-user-v1-000270,Nature Explorer,Power Seeker,0.2358,0.5586,0.2601,0.5029,0.6078,0.1311,0.6684,0.2665,0.4752,0.3592,10.7331,low,0.9247,0.3003,0.6265,0.4027,0.3946,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:04:29Z
synthetic-user-v1-000271,Eclectic Browser,,0.0,0.7374,0.4131,0.4664,0.5469,0.5157,0.3965,0.6131,0.6631,0.7125,11.8161,medium,0.3613,0.3971,0.567,0.6798,0.8133,heavy,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:04:30Z
synthetic-user-v1-000272,Eclectic Browser,,0.0,0.2587,0.6784,0.7343,0.3741,0.703,0.7005,0.8403,0.4838,0.519,19.4163,high,0.5089,0.327,0.6315,0.2938,0.8601,heavy,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:04:31Z
synthetic-user-v1-000273,Curious Generalist,,0.0,0.3658,0.6265,0.4738,0.3812,0.6753,0.5043,0.3517,0.727,0.3043,11.6575,medium,0.6821,0.423,0.6335,0.438,0.2591,casual,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:04:32Z
synthetic-user-v1-000274,History Collector,,0.0,0.325,0.5149,0.437,0.7307,0.2424,0.2203,0.2791,0.4188,0.9075,17.804,high,0.7879,0.1455,0.2278,0.471,0.4766,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:04:33Z
synthetic-user-v1-000275,Eclectic Browser,,0.0,0.8285,0.6588,0.9626,0.255,0.558,0.5677,0.655,0.6225,0.414,14.418,medium,0.401,0.4145,0.6773,0.1802,0.5552,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:04:34Z
synthetic-user-v1-000276,Curious Generalist,,0.0,0.3488,0.6902,0.5604,0.6661,0.5039,0.5473,0.5209,0.6422,0.5261,16.2421,high,0.3867,0.7163,0.9351,0.5822,0.6579,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:04:35Z
synthetic-user-v1-000277,Tech Futurist,,0.0,0.2785,0.826,0.8279,0.2624,0.8226,0.147,0.3348,0.613,0.4923,15.5505,high,0.3061,0.6771,0.8042,0.8706,0.5132,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:04:36Z
synthetic-user-v1-000278,Eclectic Browser,History Collector,0.2269,0.3947,0.5665,0.6716,0.5376,0.3283,0.1053,0.7385,0.6774,0.6818,12.1415,medium,0.5227,0.2421,0.7188,0.6367,0.7602,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:04:37Z
synthetic-user-v1-000279,Space Enthusiast,,0.0,0.3343,0.5038,0.657,0.4609,0.4936,0.3716,0.4172,0.7635,0.4154,20.4665,ultra_high,0.368,0.8111,0.5882,0.4226,0.4051,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:04:38Z
synthetic-user-v1-000280,Tech Futurist,,0.0,0.4047,0.5476,0.6675,0.2962,0.4145,0.5765,0.3715,0.407,0.6541,13.9944,medium,0.1821,0.661,0.7103,0.5101,0.5706,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:04:39Z
synthetic-user-v1-000281,Space Enthusiast,,0.0,0.5412,0.4278,0.8588,0.4278,0.6921,0.3229,0.1705,0.8457,0.563,17.3799,high,0.3367,0.5682,0.6668,0.7444,0.8822,heavy,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:04:40Z
synthetic-user-v1-000282,Fantasy Lover,,0.0,0.426,0.5075,0.6978,0.384,0.3663,0.8221,1.0,0.401,0.4713,11.7146,medium,0.0792,0.5076,0.6433,0.675,0.6027,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:04:41Z
synthetic-user-v1-000283,Space Enthusiast,Nature Explorer,0.2028,0.5676,0.5874,0.6229,0.3503,0.3085,0.6727,0.3223,1.0,0.2783,21.0088,ultra_high,0.2873,0.6669,0.671,0.5559,0.6767,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:04:42Z
synthetic-user-v1-000284,History Collector,,0.0,0.3427,0.9542,0.5089,0.893,0.5119,0.4285,0.2962,0.2256,0.4035,13.3459,medium,0.7458,0.5026,0.2574,0.4106,0.2045,casual,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:04:43Z
synthetic-user-v1-000285,Eclectic Browser,,0.0,0.583,0.3027,0.5178,0.6515,0.4715,0.5842,0.617,0.532,0.7267,13.5543,medium,0.0227,0.4587,0.7725,0.8277,0.4603,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:04:44Z
synthetic-user-v1-000286,Luxury Collector,,0.0,0.2073,0.5445,0.7287,0.691,0.3677,0.4122,0.5524,0.2899,0.4885,17.2231,high,0.5351,0.4812,0.3954,0.5107,0.1738,casual,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:04:45Z
synthetic-user-v1-000287,Eclectic Browser,,0.0,0.6659,0.6823,0.5592,0.2128,0.6323,0.5754,0.7381,0.6556,0.5949,17.4035,high,0.499,0.8361,1.0,0.3696,0.6738,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:04:46Z
synthetic-user-v1-000288,History Collector,,0.0,0.1269,0.5176,0.3285,1.0,0.5558,0.6602,0.5504,0.4072,0.4284,22.7475,ultra_high,0.6114,0.3004,0.0,0.4067,0.3616,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:04:47Z
synthetic-user-v1-000289,Luxury Collector,,0.0,0.4338,0.8099,0.2699,0.7532,0.4976,0.2797,0.513,0.4334,0.6466,13.5954,medium,0.6181,0.8557,0.3011,0.1234,0.4386,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:04:48Z
synthetic-user-v1-000290,Power Seeker,,0.0,0.7379,0.5428,0.5759,0.3909,0.5544,0.4332,0.4385,0.2206,0.6031,18.1979,high,0.5218,0.7836,0.4293,0.9373,0.5679,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:04:49Z
synthetic-user-v1-000291,Tech Futurist,,0.0,0.6158,0.7641,0.9658,0.2532,0.8444,0.547,0.5727,0.352,0.2623,12.3134,medium,0.5019,0.7848,0.3795,0.585,0.4277,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:04:50Z
synthetic-user-v1-000292,Eclectic Browser,Luxury Collector,0.2242,0.3272,0.1004,0.5643,0.4389,0.6597,1.0,0.7585,0.4199,0.4594,16.6538,high,0.6341,0.2243,0.7899,0.7105,0.5293,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:04:51Z
synthetic-user-v1-000293,Tech Futurist,,0.0,0.7104,0.5323,0.7019,0.5017,1.0,0.452,0.0683,0.4982,0.5441,13.7387,medium,0.4996,0.7428,0.637,0.2584,0.6598,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:04:52Z
synthetic-user-v1-000294,Nature Explorer,,0.0,0.6426,0.0,0.6208,0.6379,0.0,1.0,0.315,0.2161,0.7178,10.785,low,0.4787,0.1697,1.0,0.2314,0.6595,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:04:53Z
synthetic-user-v1-000295,History Collector,,0.0,0.3735,0.5636,0.7547,0.9941,0.3087,0.5022,0.5654,0.1177,0.5606,20.8353,ultra_high,0.6842,0.7056,0.1918,0.5351,0.6937,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:04:54Z
synthetic-user-v1-000296,Luxury Collector,,0.0,0.4462,1.0,0.6954,0.7621,0.6214,0.3768,0.4416,0.4226,0.7588,19.023,high,0.4813,0.7728,0.249,0.1099,0.2173,casual,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:04:55Z
synthetic-user-v1-000297,Curious Generalist,,0.0,0.6081,0.5056,0.7147,0.5479,0.638,0.5795,0.5146,0.3831,0.4743,15.8139,high,0.8007,0.7631,0.9068,0.349,0.5595,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:04:56Z
synthetic-user-v1-000298,Eclectic Browser,Luxury Collector,0.2161,0.409,0.9448,0.6906,0.4483,0.3358,0.4858,0.8146,0.561,0.4053,16.1648,high,0.4327,0.6752,0.8275,0.7036,0.7316,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:04:57Z
synthetic-user-v1-000299,History Collector,,0.0,0.1708,0.5354,0.4676,0.8355,0.4026,0.3799,0.2017,0.3398,0.7177,24.7302,absurd,0.6217,0.7744,0.0,0.0868,0.6874,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:04:58Z
synthetic-user-v1-000300,Tech Futurist,,0.0,0.4715,0.5937,0.801,0.4191,0.9292,0.4958,0.1071,0.3756,0.6415,13.8842,medium,0.4043,0.703,0.6378,0.807,0.592,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:04:59Z
synthetic-user-v1-000301,Curious Generalist,,0.0,0.4281,0.5518,0.808,0.5843,0.5412,0.5626,0.4489,0.4743,0.556,17.7407,high,0.4549,0.543,0.2851,0.4921,0.3855,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:05:00Z
synthetic-user-v1-000302,Nature Explorer,History Collector,0.3475,0.5089,0.5905,0.472,0.6521,0.4784,0.413,0.3607,0.5368,0.8072,9.6483,low,0.8084,0.5671,0.3889,0.0,0.6397,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:05:01Z
synthetic-user-v1-000303,History Collector,Space Enthusiast,0.2064,0.2868,0.6009,0.6985,0.8919,0.1705,0.6329,0.399,0.4994,0.7135,20.9478,ultra_high,0.5393,0.2286,0.2724,0.3362,0.814,heavy,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:05:02Z
synthetic-user-v1-000304,Eclectic Browser,,0.0,0.7435,0.5724,0.6149,0.3041,0.5896,0.7384,0.6154,0.6341,0.4833,13.0511,medium,0.8726,0.2885,1.0,0.3595,0.7113,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:05:03Z
synthetic-user-v1-000305,History Collector,,0.0,0.8538,0.8152,0.5004,0.6915,0.1969,0.5721,0.4706,0.0101,0.7027,18.5262,high,0.8185,0.3657,0.2077,0.3476,0.701,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:05:04Z
synthetic-user-v1-000306,Power Seeker,Eclectic Browser,0.2032,0.7994,0.5493,0.5692,0.2788,0.6047,0.0716,0.3404,0.3772,0.8367,17.9432,high,0.4845,0.4975,0.4273,0.71,0.5398,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:05:05Z
synthetic-user-v1-000307,History Collector,,0.0,0.1962,0.8422,0.3883,0.8541,0.3445,0.2524,0.2208,0.104,0.6147,20.8936,ultra_high,0.542,0.6271,0.2906,0.4707,0.3216,casual,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:05:06Z
synthetic-user-v1-000308,Fantasy Lover,Power Seeker,0.2731,0.5012,0.4646,0.5943,0.5726,0.5872,0.6059,0.8854,0.4794,1.0,12.1051,medium,0.0045,0.5774,0.2613,0.326,0.6182,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:05:07Z
synthetic-user-v1-000309,History Collector,Tech Futurist,0.2641,0.5581,0.5403,0.5334,0.765,0.3575,0.573,0.0843,0.298,0.3801,17.1889,high,0.2976,0.2653,0.4313,0.1675,0.616,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:05:08Z
synthetic-user-v1-000310,Curious Generalist,,0.0,0.282,0.6067,0.5507,0.571,0.4744,0.4523,0.5737,0.5418,0.5234,15.2463,high,0.6149,0.6324,0.7958,0.9528,0.6255,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:05:09Z
synthetic-user-v1-000311,Tech Futurist,Power Seeker,0.3939,0.4726,0.5738,0.6077,0.5435,0.6623,0.2425,0.7583,0.5831,0.7776,20.2371,ultra_high,0.3356,0.4672,0.8566,0.4062,0.5061,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:05:10Z
synthetic-user-v1-000312,Nature Explorer,,0.0,0.6504,0.4748,0.4745,0.4516,0.3603,0.904,0.2048,0.3384,0.6838,17.5547,high,0.7796,0.3992,0.6156,0.413,0.5336,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:05:11Z
synthetic-user-v1-000313,Tech Futurist,,0.0,0.4488,0.4526,1.0,0.2987,0.7867,0.078,0.4672,0.5669,0.775,13.6693,medium,0.5953,0.7026,0.8521,0.7005,0.7179,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:05:12Z
synthetic-user-v1-000314,Fantasy Lover,,0.0,0.5802,0.4209,0.8628,0.5508,0.4656,0.503,0.7919,0.2303,0.6803,9.4552,low,0.7611,0.528,0.8196,0.5426,0.5712,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:05:13Z
synthetic-user-v1-000315,Curious Generalist,,0.0,0.3694,0.5516,1.0,0.3651,0.4393,0.4897,0.1902,0.3411,0.3114,16.1317,high,0.1448,0.6958,0.845,0.4077,0.5055,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:05:14Z
synthetic-user-v1-000316,Luxury Collector,,0.0,0.4715,0.8035,0.6035,0.8156,0.5577,0.3218,0.4232,0.4987,0.5692,20.193,ultra_high,0.293,0.8103,0.5239,0.465,0.5016,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:05:15Z
synthetic-user-v1-000317,Nature Explorer,Fantasy Lover,0.3206,0.4347,0.4338,0.5716,0.3405,0.2666,0.5481,0.4638,0.3568,0.4806,14.6302,medium,0.6918,0.4305,1.0,0.369,0.3724,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:05:16Z
synthetic-user-v1-000318,Luxury Collector,,0.0,0.1544,1.0,0.8012,0.8069,0.3251,0.1591,0.6361,0.3072,0.5686,13.5604,medium,0.3904,0.6942,0.5597,0.231,0.9775,heavy,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:05:17Z
synthetic-user-v1-000319,Curious Generalist,,0.0,0.7281,0.5395,0.6055,0.6181,0.3186,0.5789,0.6018,0.4256,0.6054,12.344,medium,0.5709,0.4734,0.8962,0.152,0.2157,casual,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:05:18Z
synthetic-user-v1-000320,History Collector,Curious Generalist,0.2308,0.4174,0.5744,0.7607,0.743,0.3192,0.4405,0.2962,0.445,0.8625,16.0575,high,0.6805,0.2211,0.6192,0.2604,0.4059,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:05:19Z
synthetic-user-v1-000321,History Collector,,0.0,0.21,0.7009,0.5079,1.0,0.6316,0.4524,0.1982,0.4259,0.6733,16.7559,high,0.6076,0.1615,0.4471,0.2688,0.3518,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:05:20Z
synthetic-user-v1-000322,Thrill Seeker,,0.0,0.9112,0.1587,0.4389,0.4467,0.52,0.5789,0.391,0.4578,0.9611,11.8737,medium,0.3634,0.5978,0.5995,1.0,0.4578,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:05:21Z
synthetic-user-v1-000323,Power Seeker,,0.0,0.6367,0.8653,0.5115,0.6304,0.4969,0.4916,0.6348,0.5386,0.9097,15.4589,high,0.246,0.7227,0.6386,0.8946,0.7444,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:05:22Z
synthetic-user-v1-000324,Curious Generalist,,0.0,0.2517,0.3838,0.2531,0.6634,0.312,0.4448,0.2347,0.1708,0.7168,15.6832,high,0.7247,0.5682,0.6344,0.378,0.6138,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:05:23Z
synthetic-user-v1-000325,Nature Explorer,,0.0,0.6541,0.3648,0.7166,0.4616,0.191,1.0,0.3617,0.407,0.4162,8.199,low,0.732,0.538,0.6976,0.388,0.5464,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:05:24Z
synthetic-user-v1-000326,Space Enthusiast,Luxury Collector,0.3515,0.3591,0.7427,0.691,0.5086,0.4117,0.5469,0.425,0.6902,0.6533,18.0111,high,0.5063,0.1837,0.7271,0.8635,0.3079,casual,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:05:25Z
synthetic-user-v1-000327,Fantasy Lover,Nature Explorer,0.2059,0.6931,0.7329,0.6634,0.6876,0.1472,0.7189,0.7951,0.1098,0.5828,11.9652,medium,0.1578,0.2391,0.6085,0.6897,0.6594,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:05:26Z
synthetic-user-v1-000328,History Collector,,0.0,0.3581,0.9371,0.527,1.0,0.175,0.6079,0.234,0.2072,0.453,15.8392,high,0.9321,0.0,0.1878,0.4203,0.3639,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:05:27Z
synthetic-user-v1-000329,Luxury Collector,,0.0,0.33,0.7314,0.3907,0.6412,0.3286,0.424,0.419,0.6287,0.7823,18.2294,high,0.6991,0.6962,0.0667,0.4175,0.321,casual,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:05:28Z
synthetic-user-v1-000330,Space Enthusiast,,0.0,0.4038,0.7284,0.704,0.5911,0.3941,0.6225,0.0,0.8427,0.599,18.445,high,0.2362,0.7127,0.5796,0.3598,0.3311,casual,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:05:29Z
synthetic-user-v1-000331,Curious Generalist,,0.0,0.3507,0.1151,0.6018,0.1826,0.5944,0.6627,0.5436,0.5815,0.6307,11.9641,medium,0.7486,0.2438,0.6717,0.5069,0.5703,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:05:30Z
synthetic-user-v1-000332,Curious Generalist,,0.0,0.2864,0.6507,0.2563,0.3733,0.7064,0.9807,0.364,0.3899,0.5335,13.0302,medium,0.4127,0.5587,0.7114,0.4626,0.5758,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:05:31Z
synthetic-user-v1-000333,Power Seeker,,0.0,0.7608,0.4555,0.7391,0.4968,0.4373,0.333,0.4773,0.6514,0.895,14.0959,medium,0.2723,0.5333,0.4618,0.4829,0.4421,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:05:32Z
synthetic-user-v1-000334,History Collector,,0.0,0.3825,0.7529,0.3342,1.0,0.3701,0.829,0.3608,0.3682,0.6691,18.4534,high,0.7755,0.4552,0.2113,0.0171,0.2847,casual,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:05:33Z
synthetic-user-v1-000335,Luxury Collector,,0.0,0.4072,1.0,0.5193,0.7468,0.4982,0.2133,0.2771,0.3921,0.4452,15.672,high,0.5178,0.8522,0.3883,0.1762,0.373,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:05:34Z
synthetic-user-v1-000336,Thrill Seeker,,0.0,0.7856,0.4335,0.6098,0.5181,0.5605,0.7259,0.5502,0.4575,0.5528,11.9006,medium,0.1331,0.5898,0.9252,0.8096,0.449,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:05:35Z
synthetic-user-v1-000337,History Collector,Tech Futurist,0.2495,0.2769,0.4831,0.6272,0.7163,0.4231,0.5868,0.5261,0.315,0.2628,17.9554,high,0.4904,0.401,0.6562,0.0,0.0874,casual,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:05:36Z
synthetic-user-v1-000338,Nature Explorer,,0.0,0.215,0.219,0.7527,0.5063,0.2114,0.8144,0.171,0.0778,0.4953,10.2896,low,0.4771,0.4958,0.3711,0.3874,0.8003,heavy,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:05:37Z
synthetic-user-v1-000339,Eclectic Browser,,0.0,0.6866,0.3329,0.6884,0.5286,0.7222,0.5662,0.6398,0.8107,0.8284,18.1595,high,0.5566,0.7751,0.9527,0.4444,0.7951,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:05:38Z
synthetic-user-v1-000340,Space Enthusiast,,0.0,0.517,0.4813,0.6095,0.4368,0.4993,0.3964,0.3234,0.6768,0.7091,15.6245,high,0.4356,0.6116,0.5163,0.0684,0.6585,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:05:39Z
synthetic-user-v1-000341,History Collector,,0.0,0.4744,1.0,0.5112,0.7006,0.5222,0.4241,0.1738,0.0596,0.3609,18.0681,high,0.4949,0.363,0.4567,0.488,0.287,casual,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:05:40Z
synthetic-user-v1-000342,Eclectic Browser,,0.0,0.7773,0.3712,0.7553,0.5082,0.5089,0.6175,0.758,0.653,0.3637,14.8353,medium,0.3826,0.5293,0.8682,0.7203,0.9039,heavy,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:05:41Z
synthetic-user-v1-000343,Space Enthusiast,,0.0,0.3002,0.6058,0.5075,0.4702,0.7517,0.5217,0.431,0.9535,0.6574,16.3479,high,0.7523,0.7823,0.5732,0.8432,0.7279,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:05:42Z
synthetic-user-v1-000344,Space Enthusiast,Nature Explorer,0.3734,0.5246,0.6255,0.587,0.2642,0.6953,0.965,0.5373,0.6554,0.4632,24.2263,absurd,0.6306,0.4906,0.8296,0.02,0.7596,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:05:43Z
synthetic-user-v1-000345,Nature Explorer,,0.0,0.4562,0.7125,0.6261,0.5615,0.3299,0.746,0.1627,0.2696,0.4988,10.2992,low,0.6594,0.5659,1.0,0.2377,0.5011,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:05:44Z
synthetic-user-v1-000346,Nature Explorer,,0.0,0.5055,0.2252,0.6294,0.6124,0.2358,0.6648,0.4117,0.6704,0.4248,15.1286,high,0.5345,0.0237,1.0,0.4489,0.5241,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:05:45Z
synthetic-user-v1-000347,Space Enthusiast,,0.0,0.6281,0.3621,0.9484,0.291,0.6886,0.3851,0.2198,0.8152,0.7268,19.7654,high,0.3304,0.8183,0.3563,0.1147,0.605,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:05:46Z
synthetic-user-v1-000348,Curious Generalist,,0.0,0.7263,0.6517,0.6031,0.771,0.6799,0.54,0.6195,0.7547,0.3135,10.3138,low,0.5704,0.3672,1.0,0.5648,0.2779,casual,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:05:47Z
synthetic-user-v1-000349,Fantasy Lover,,0.0,0.7181,0.494,0.4578,0.6396,0.2834,0.0394,0.9975,0.0502,0.6195,8.6206,low,0.6569,0.6343,0.3886,0.5249,0.3841,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:05:48Z
synthetic-user-v1-000350,Luxury Collector,Space Enthusiast,0.326,0.3896,0.791,0.542,0.3456,0.6702,0.4202,0.4987,0.6421,0.7684,22.051,ultra_high,0.5904,0.3724,0.2146,0.0137,0.4057,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:05:49Z
